nama_kegiatan,skpd,harga_kontrak,nomor,nama_pekerjaan,metode,npwp,nama_perusahaan,alamat,hps,penawaran,setelah_negosiasi,alamat_pemenang,npwp
Belanja Paket/Pengiriman,Dinas Pelayanan Pajak,143000000,027/07/01.01/03.07/PBJ/2014,Belanja Cetak Publikasi,Pengadaan Langsung,02.779.022.9-423.000,CV. AMARTYA KHARISMA,JL.Sekeloa Timur No. 93,98880375,97043650,96176300,CV. AMARTYA KHARISMA JL.Sekeloa Timur No. 93,02.779.022.9-423.000
Belanja Alat tulis Kantor,Dinas Pelayanan Pajak,74461750,027/07/17.43/01.01/PBJ/2014,Belanja Alat Tulis Kantor,Pengadaan Langsung,01.784.929.0-424.000,CV. NITTA,Jl. Kiaracondong No. 434B Batununggal,184992500,182124250,181144420,CV. NITTA Jl. Kiaracondong No. 434B Batununggal,01.784.929.0-424.000
Belanja Peralatan Kebersihan dan Bahan Pembersih,Dinas Pelayanan Pajak,99313500,027/07/01.08/01.05/PBJ/2014,Pengadaan Pakaian Dinas Harian Hansip,Pengadaan Langsung,02.629.831.5-424.000,CV. NUR INSANI HIDAYAT,JL. SUKARSAH NO. 7 CIATEUL BANDUNG,71676000,71131500,70680500,CV. NUR INSANI HIDAYAT JL. SUKARSAH NO. 7 CIATEUL BANDUNG,02.629.831.5-424.000
Belanja Jasa Pemasangan Iklan (Interaktif di Radio dan TV),Dinas Pelayanan Pajak,88005500,027/07/17.47/03.14/PBJ/2014,"PRB.03 Pengecatan Dinding Lantai 1, 2 dan 3 Bagian Luar",Pengadaan Langsung,01.240.346.5-423.000,CV. FERDA LESTARI,Jln. Utama No.24 Padasuka Bandung,68213075,67687160,67663070,CV. FERDA LESTARI Jln. Utama No.24 Padasuka Bandung,01.240.346.5-423.000
"Belanja Alat Listrik dan Elektronik (Lampu Pijar, Battery Kering)",Dinas Pelayanan Pajak,105688220,027/07/01.12/01.03/PBJ/2014,Pengadaan Plang/Papan Larangan Berikut Pemasangan,Pengadaan Langsung,02.244.631.4-428.000,PD.MARPU,Jl.Gegerkalong Tengah No.71A/173B,57750000,56925000,56760000,PD.MARPU Jl.Gegerkalong Tengah No.71A/173B,02.244.631.4-428.000
Belanja Modal Pengadaan Scanner,Dinas Pelayanan Pajak,186450000,027/07/01.13/12.05/PBJ/2014,"Peningkatan Jl..Mercuri Teungah VI, VII,VIII,XI",Pengadaan Langsung,31.463.267.0-421.000,CV. WIJAYA KUSUMAH,Jl Safir 2 Blok Z.7 No. 9 komp Permata cimahi Rt. 01. Rw. 03,199116588,198211140,197755740,CV. WIJAYA KUSUMAH Jl Safir 2 Blok Z.7 No. 9 komp Permata cimahi Rt. 01. Rw. 03,31.463.267.0-421.000
Belanja Jasa Cleaning Service,Dinas Pelayanan Pajak,193600000,027/07/01.08/.03.15/PBJ/2014,"Pembangunan PJL Jl. Timah, Jl. Perunggu, Jl. Platina, Jl. Tembaga, Jl. Alumunium, Jl. Baja",Pengadaan Langsung,31.526.384.8-429.000,PT. NABILA KARYA PRIMA,Jl. Parakan Saat Grand Antapani TownHouse Kav A No.3 Bandung,170579803,170393520,169706440,PT. NABILA KARYA PRIMA Jl. Parakan Saat Grand Antapani TownHouse Kav A No.3 Bandung,31.526.384.8-429.000
"Belanja spanduk, brosur, pamflet, umbul-umbul dan sarana informasi lainnya",Dinas Pelayanan Pajak,104544000,027/07/17.47/01.10/PBJ/2014,Peningkatan Jl.Sekeloa Utara,Pengadaan Langsung,01.983.740.0-422.000,CV. SYARIKATUL IKHWAN,Jl. Situ No. 39,196660096,196043410,195716710,CV. SYARIKATUL IKHWAN Jl. Situ No. 39,01.983.740.0-422.000
Belanja Cetak,Dinas Pelayanan Pajak,66000000,027/07/17.47/06.01/PBJ/2014,Pasangan Tembok Penahan Tanah S. CIPAMOKOLAN Kec. Mandalajati,Pengadaan Langsung,01.977.384.5-424.000,CV.KARYA MULYA,JL. H AKHSAN NO.11,80615675,80018050,79797940,CV.KARYA MULYA JL. H AKHSAN NO.11,01.977.384.5-424.000
"Belanja Modal Pengadaan Kelengkapan Komputer (Flash Disk, Mouse, Keyboard, Hard Disk, Speaker)",Dinas Pelayanan Pajak,179604700,027/07/01.13/12.09/PBJ/2014,PPS-01 Pasangan TPT Anak Kali Cilameta Kec. Cibiru,Pengadaan Langsung,02.445.922.4-424.000,CV. HARZAN,Jl. H. Samsudin No. 51,129825504,129355220,129199680,CV. HARZAN Jl. H. Samsudin No. 51,02.445.922.4-424.000
Belanja Modal Pengadaan Mic Conference dan Sound System,Dinas Pelayanan Pajak,114867500,027/07/01.13/16.04/PBJ/2014,Sewa Truck Pengangkut Sedimen dan Sampah,Pengadaan Langsung,66.855.458.7-445.000,CV.ARSYFA,JL.RAYA CISONDARI RT.01/01 DESA CISONDARI KECAMATAN PASIRJAMBU,73302887,73191690,73037250,CV.ARSYFA JL.RAYA CISONDARI RT.01/01 DESA CISONDARI KECAMATAN PASIRJAMBU,66.855.458.7-445.000
"Belanja Modal Pengadaan Pesawat Televisi, Radio/Tape dan Monitor Pemantau (CC-TV)",Dinas Pelayanan Pajak,95839150,027/07/01.13/11.13/PBJ/2014,BTS-31 Pasangan TPT Sal. Lebak Larang Kec. Coblong,Pengadaan Langsung,02.761.153.2-421.000,CV. SYAM KARYA,jl. raya cipeundeuy kab. bandung barat,151273221,150913470,150793350,CV. SYAM KARYA jl. raya cipeundeuy kab. bandung barat,02.761.153.2-421.000
Belanja Modal Pengadaan Kulkas,Dinas Pelayanan Pajak,94655000,027/07/01.14/14.05/PBJ/2014,Rehabilitasi/Pemeliharaan Periodik JL. Wayang,Pengadaan Langsung,02.084.013.8-429.000,CV. PUTRA SPARTA,Jl. Merkuri Selatan III No. 6,144933299,144511130,144184430,CV. PUTRA SPARTA Jl. Merkuri Selatan III No. 6,02.084.013.8-429.000
Belanja Modal Pengadaan Papan Informasi,Dinas Pelayanan Pajak,96970500,027/07/01.13/10.12/PBJ/2014,PENGADAAN MCB,Pengadaan Langsung,01.767.686.7-423.000,CV. NENDEN CO,Jalan Utama No.24 Padasuka,62027460,61875000,61677000,CV. NENDEN CO Jalan Utama No.24 Padasuka,01.767.686.7-423.000
Belanja Makanan dan Minuman Kegiatan,Dinas Pelayanan Pajak,59300000,027/07/17.44/11.04/PBJ/2014,Rehabilitasi/Pemeliharaan Periodik Jl.Setra Indah,Pengadaan Langsung,31.774.519.8-429.000,CV. BINTANG JAYA SENTOSA,Jl. Cikampek 16 No.30 Antapani,135479439,135131570,134804760,CV. BINTANG JAYA SENTOSA Jl. Cikampek 16 No.30 Antapani,31.774.519.8-429.000
Belanja Modal Pengadaan Monitor/Display,Dinas Pelayanan Pajak,184536000,027/07/01.13/12.06/PBJ/2014,BTS-40 Pasangan TPT S. Cipanjalu. I Kec. Ujung Berung,Pengadaan Langsung,02.587.606.1-429.000,CV. REVA PERKASA JAYA,jl. H. Bardan 1-A No. 7 Lt.2,190232732,189778120,189683850,CV. REVA PERKASA JAYA jl. H. Bardan 1-A No. 7 Lt.2,02.587.606.1-429.000
Belanja Modal Pengadaan UPS/Stabilizer,Dinas Pelayanan Pajak,144801250,027/07/01.13/12.08/PBJ/2014,BTS-41 Pasangan TPT Sal. Ciateul Kec. Buah Batu,Pengadaan Langsung,01.784.608.0-429.000,GEMILANG ABADI.CV,Jl.Jatiwangi 8 No.1 Antapani,118586812,118165030,118036050,GEMILANG ABADI.CV Jl.Jatiwangi 8 No.1 Antapani,01.784.608.0-429.000
Belanja Pemeliharaan Bangunan Kantor (Belanja Pemeliharaan/Penataan Ruang Pimpinan),Dinas Pelayanan Pajak,186295630,027/07/02.22/20.04/PBJ/2014,BDS.23. Pasangan TPT Sal. Ciateul Kecamatan Buahbatu,Pengadaan Langsung,31.453.428.0-424.000,CV THREE MUSKETEERS,Jl. Babakan Priangan V No.18 RT.002/001 Ciseureuh Kec. Regol Bandung,116965952,116347710,116127710,CV THREE MUSKETEERS Jl. Babakan Priangan V No.18 RT.002/001 Ciseureuh Kec. Regol Bandung,31.453.428.0-424.000
Belanja Pemeliharaan Bangunan Kantor (Belanja Pemeliharaan/Penataan Kantor UPP Bandung Timur),Dinas Pelayanan Pajak,96843360,027/14/02.22/20.04/PBJ/2014,PENGADAAN LAMPU SODIUM T 150 WATT / 220 V,Pengadaan Langsung,21.147.553.8-429.000,PT. KAISAR JAYA ABADI,JL. KENCANA WANGI RAYA NO.61 A,115705700,115500000,115170000,PT. KAISAR JAYA ABADI JL. KENCANA WANGI RAYA NO.61 A,21.147.553.8-429.000
Belanja Bahan Bakar Minyak Pertamax Ke 2,Dinas Pelayanan Pajak,314430000,027/14/01.06/05.03/PBJ/2014,Peningkatan Jl.Citepus (Pemakaman Pandu),Pengadaan Langsung,01.369.470.8-424.000,CV. ATTMIKA IYASA,Jl. Sinom Raya No. 8 Bandung Jawa Barat,129085100,128422640,128024060,CV. ATTMIKA IYASA Jl. Sinom Raya No. 8 Bandung Jawa Barat,01.369.470.8-424.000
Belanja Pemeliharaan Peralatan dan Perlengkapan Kantor/Rumah Tangga,Dinas Pelayanan Pajak,96129440,027/07/02.26/20.05/PBJ/2014,SS.22.A. Pasangan Tembok Penahan Tanah Sal. Cihampelas II Kec. Ujungberung,Pengadaan Langsung,31.308.657.1-422.000,CV. CITRA MANDIRI,Jl. Karasak No.38C Astana Anyar,133594176,133025270,132750270,CV. CITRA MANDIRI Jl. Karasak No.38C Astana Anyar,31.308.657.1-422.000
Belanja Modal Pengadaan Filling Kabinet,Dinas Pelayanan Pajak,186477500,027/07/01.13/11.04/PBJ/2014,BDS.41. Pasangan TPT Saluran Drainase Pasangrahan II Kel. Pasangrahan Kec. Ujungberung,Pengadaan Langsung,02.242.091.3-423.000,CV. SURYA ASIH PRATAMA,JL. CIHAMPELAS NO. 63/35B BANDUNG,149401226,148577590,148339270,CV. SURYA ASIH PRATAMA JL. CIHAMPELAS NO. 63/35B BANDUNG,02.242.091.3-423.000
Belanja Modal Pengadaan Mesin Fotocopy,Dinas Pelayanan Pajak,181830000,027/07/01.13/10.04/PBJ/2014,PPS-42 Pasangan TPT Anak Kali Cidurian Kec. Cibeunying Kaler,Pengadaan Langsung,02.241.792.7-423.000,CV TRIA KUSUMAH,jl. Sapujagat No. 19A Bandung,186383926,185925220,185820720,CV TRIA KUSUMAH jl. Sapujagat No. 19A Bandung,02.241.792.7-423.000
Belanja Modal Pengadaan Pendingin Ruangan/AC,Dinas Pelayanan Pajak,146168000,027/07/01.13/11.12/PBJ/2014,BTS-67 Pasangan TPT Sal. Anak Kali Cidurian Kec. Cibeunying Kaler,Pengadaan Langsung,02.065.090.9-423.000,CV.KHARISMA SADEWA,Jl. Tugu asri V No C 8 Rt 04/13 Kel Pasirlayung Kec Cibeunying Kidul,157842417,157259450,157147800,CV.KHARISMA SADEWA Jl. Tugu asri V No C 8 Rt 04/13 Kel Pasirlayung Kec Cibeunying Kidul,02.065.090.9-423.000
Belanja Modal Pengadaan Papan Visual Elektronik,Dinas Pelayanan Pajak,93500000,027/07/01.13/10.10/PBJ/2014,PPS-38 Pengerukan Sedimen Sal. Cilimus Kec. Bojongloa Kaler,Pengadaan Langsung,02.332.969.1-424.000,CV.ENDAH KONSTRUKSI,Jl.Ahmad Yani Gg.Karamat No.35 Bandung,88594740,88271040,88188540,CV.ENDAH KONSTRUKSI Jl.Ahmad Yani Gg.Karamat No.35 Bandung,02.332.969.1-424.000
Belanja Sosialisasi,Dinas Pelayanan Pajak,140400000,027/07/17.45/17.02/PBJ/2014,BDS.60. Pasangan TPT Sal. Babakan cibiru Kel. Pasir Biru Kec. Cibiru,Pengadaan Langsung,66.158.703.0-424.000,CV.SATRIA PRATAMA,Jl.Rajamantri Kulon No.22 Buah Batu,177342913,176342720,176177720,CV.SATRIA PRATAMA Jl.Rajamantri Kulon No.22 Buah Batu,66.158.703.0-424.000
Belanja Jasa Cleaning Service,Dinas Pelayanan Pajak,145200000,027/07/01.08/03.15/PBJ/2014,BDS.67. Pasangan TPT Sal. Kawaluyaan Kec. Antapani,Pengadaan Langsung,31.316.502.9-429.000,CV. MEGA POLITAN,Jl. Gedeage Selatan No. 71 A,140557366,139783110,139673110,CV. MEGA POLITAN Jl. Gedeage Selatan No. 71 A,31.316.502.9-429.000
Belanja Modal Pengadaan Komputer Note book,Dinas Pelayanan Pajak,194425000,027/07/01.13/12.03/PBJ/2014,Peningkatan Jl.Jl. Menuju Kelurahan Cigondewah Rahayu,Pengadaan Langsung,01.450.248.8-424.000,CV. HALMAHERA,Jl. Jakarta No. 20-22 Hunian Kav. 3 Bandung,187607446,186030100,185722100,CV. HALMAHERA Jl. Jakarta No. 20-22 Hunian Kav. 3 Bandung,01.450.248.8-424.000
BELANJA TELEPON / SMS BLASTER,Dinas Pelayanan Pajak,96360000,027/07/17.23/03.01/PBJ/2014,"Rehabilitasi Jl.Dirgantara 4, 5",Pengadaan Langsung,01.611.928.1-424.000,CV. DWI DINNAR,Jl.Ranca Manyar I No.9,179935976,178495850,178187850,CV. DWI DINNAR Jl.Ranca Manyar I No.9,01.611.928.1-424.000
Belanja Souvenir,Dinas Pelayanan Pajak,86284000,027/07/17.47/01.11/PBJ/2014,Peningkatan Jl. Brimob,Pengadaan Langsung,01.983.682.4-422.000,CV. CAKRA BUANA,Jl. Dirgantara VII No.10 Gempolsari,193403822,192688830,192204110,CV. CAKRA BUANA Jl. Dirgantara VII No.10 Gempolsari,01.983.682.4-422.000
Belanja Pemeliharaan Mebeulair (Pemeliharaan Mebeulair Kantor Pelayanan Pajak),Dinas Pelayanan Pajak,95826500,027/07/02.29/20.05/PBJ/2014,"Pengerukan Saluran, tali-tali air, gorong-gorong jl.Bungur, Jl.Karang Tineung",Pengadaan Langsung,01.548.319.1-429.000,CV. WALAGINA,Jl. Taruna Parahiyangan No. 29,59547319,59185810,59066460,CV. WALAGINA Jl. Taruna Parahiyangan No. 29,01.548.319.1-429.000
Belanja Modal Pengadaan Kursi Kerja,Dinas Pelayanan Pajak,96635000,027/07/02.10/13.04/PBJ/2014,"Rehabilitasi Saluran, Trotoar dan Pengerukan Jl.Cijerah Raya",Pengadaan Langsung,31.687.379.3-422.000,CV. MEDYA PUTRA,Jl. Caringin Blok Kupat Rt.006 Rw.013,114448622,113792150,113585250,CV. MEDYA PUTRA Jl. Caringin Blok Kupat Rt.006 Rw.013,31.687.379.3-422.000
Belanja Bimbingan Teknis,Dinas Pelayanan Pajak,66000000,027/07/05.03/17.03/PBJ/2014,Pembangunan Lampu Highmast Simpang Jl. Trunojoyo - Jl. Sultan Tirtayasa,Pengadaan Langsung,03.194.679.1-444.000,CV KARYA CIPTA KENCANA,Jl. mandala Raya no 38 rt 02 / rw 01 kec Cimenyan Kab. Bandung,151136733,150662670,150492750,CV KARYA CIPTA KENCANA Jl. mandala Raya no 38 rt 02 / rw 01 kec Cimenyan Kab. Bandung,03.194.679.1-444.000
Belanja Jasa Iklan Interaktif TV/Radio,Dinas Pelayanan Pajak,95650500,027/07/17.45/03.14/PBJ/2014,Pengadaan Cetakan Security Blanko Dokumen Kependudukan,Pengadaan Langsung,01.709.057.2-441.000,PT. ARIA MULTI GRAPHIA,jl. kiaracondong 117 bandung,191488000,189860000,189640000,PT. ARIA MULTI GRAPHIA jl. kiaracondong 117 bandung,01.709.057.2-441.000
Belanja Penggantian Suku Cadang,Dinas Pelayanan Pajak,142285000,027/07/01.06/05.02/PBJ/2014,Rehabilitasi Gedung Puskesmas Puter,Pengadaan Langsung,01.216.925.6-422.000,CV.DWI TUNGGAL JAYA,Jl. Bojongloa No. 179/92,194867550,194864190,194210480,CV.DWI TUNGGAL JAYA Jl. Bojongloa No. 179/92,01.216.925.6-422.000
Belanja Sosialisasi,Dinas Pelayanan Pajak,147960560,027/14/17.45/17.02/PBJ/2014,Belanja Kursus - Kursus Singkat/Pelatihan Pelatihan STBM,Pengadaan Langsung,02.009.137.7-423.000,PT. TIARA RASE NIAGA PERDANA,Jl. dr Setiabudhi No.19,137195000,136945000,136510000,PT. TIARA RASE NIAGA PERDANA Jl. dr Setiabudhi No.19,02.009.137.7-423.000
Belanja Jasa Service,Dinas Pelayanan Pajak,99148500,027/07/01.06/05.01/PBJ/2014,Belanja Jasa Pemasangan Iklan Melalui Media Cetak,Pengadaan Langsung,02.244.129.9-428.000,CV.LINTANG LAZUARDI,JL.SARIJADI BLOK 3 NO.60,81972000,81378000,81259200,CV.LINTANG LAZUARDI JL.SARIJADI BLOK 3 NO.60,02.244.129.9-428.000
Belanja Pemeliharaan Bangunan Kantor (Belanja Pemeliharaan/Penataan Ruang Kerja Lantai 2),Dinas Pelayanan Pajak,182933820,027/28/02.22/20.04/PBJ/2014,Pengadaan karcis parkir,Pengadaan Langsung,02.808.762.5-023.000,PT. SISMA DUTA PERTIWI,"Jl. Kramat III C-13 RT.008 RW.009 Kwitang, Senen, Jakarta Pusat - 10420",189558600,188327700,187096800,"PT. SISMA DUTA PERTIWI Jl. Kramat III C-13 RT.008 RW.009 Kwitang, Senen, Jakarta Pusat - 10420",02.808.762.5-023.000
Belanja Cetak,Dinas Pelayanan Pajak,185790000,027/07/17.23/06.01/PBJ/2014,Penyediaan Jasa Konsultan Perencana Perbaikan Peralatan dan Perlengkapan ATCS,Pengadaan Langsung,02.241.755.4-423.000,PT. ATLAS PRIMARCO,Jl. Pasir Layung Selatan V No 9 Bandung,49999950,49882250,49882250,PT. ATLAS PRIMARCO Jl. Pasir Layung Selatan V No 9 Bandung,02.241.755.4-423.000
Belanja Bimbingan Teknis Pengembangan Karakter,Dinas Pelayanan Pajak,194106000,027/07/05.03/17.03/PBJ/2014,"Pengadaan Mic Conference, Sound System dan Calling Time Table",Pengadaan Langsung,31.185.918.5-422.000,PT. CATRA KARA ADITYA,Jl. Cibolerang Barat No. 10 RT. 001/008 Margahayu Utara Babakan Ciparay,149710000,148610000,148170000,PT. CATRA KARA ADITYA Jl. Cibolerang Barat No. 10 RT. 001/008 Margahayu Utara Babakan Ciparay,31.185.918.5-422.000
Belanja Sosialisasi,Dinas Pelayanan Pajak,147400000,027/21/17.45/17.02/PBJ/2014,Belanja makan dan minum kegiatan & Sewa peralatan panggung dan upacara & Sewa Tenda & Sewa tempat pameran & Biaya Cetak & Pengadaan Bahan/bibit tanaman,Pengadaan Langsung,03.323.277.8-444.000,CV.MIRHAM GRAFIS,Komp. GBA Barat B4 No. 17,108037500,107302500,106850300,CV.MIRHAM GRAFIS Komp. GBA Barat B4 No. 17,03.323.277.8-444.000
Belanja kawat/faksimili/internet (Collocations Server Dedicated/DRC),Dinas Pelayanan Pajak,72600000,027/14/17.23/03.06/PBJ/2014,Belanja Kambing Perah Jantan dan Betina,Pengadaan Langsung,31.453.097.3-422.000,CV.EKA GEMILANG PERSADA,Blok Sepatu No. 89 RT 02 RW 04 Kel.Cibaduyut Kidul Kec.Bojongloa Kidul,71500000,71230000,71200000,CV.EKA GEMILANG PERSADA Blok Sepatu No. 89 RT 02 RW 04 Kel.Cibaduyut Kidul Kec.Bojongloa Kidul,31.453.097.3-422.000
Belanja Pemeliharaan Bangunan Kantor (Belanja Pemeliharaan/Perbaikan Lantai),Dinas Pelayanan Pajak,96994590,027/35/02.22/20.04/PBJ/2014,Belanja Bahan Sandang/Pangan,Pengadaan Langsung,02.789.010.2-429.000,CV.ARAYA WISESA,Jl.Margawangi II Kav.55 Buah Batu Bandung,71240400,70049100,69233450,CV.ARAYA WISESA Jl.Margawangi II Kav.55 Buah Batu Bandung,02.789.010.2-429.000
"Belanja spanduk, brosur, pamflet, umbul-umbul dan sarana informasi lainnya",Dinas Pelayanan Pajak,188155000,027/07/17.23/01.10/PBJ/2014,"Belanja Cleaning Sevice rusunawa Cingised, sadangserang dan rancacili",Pengadaan Langsung,02.065.151.9-423.000,CV. INTER NUSA AEROTAMA,Jl. Cikutra No. 34/148 B,198992432,193912930,193307930,CV. INTER NUSA AEROTAMA Jl. Cikutra No. 34/148 B,02.065.151.9-423.000
Belanja Pakaian Dinas Harian (PDH),Dinas Pelayanan Pajak,145961200,027/07/03.02/12.04/PBJ/2014,"Peningkatan jalan lingkungan Rw. 01 Rw. 07 Kel, Pasir Impun (Paket 51)",Pengadaan Langsung,01.708.943.4-424.000,CV. TEKAD MULYA,Jl. Sri Tunggal No. 31 Bandung,53754581,52290960,51740960,CV. TEKAD MULYA Jl. Sri Tunggal No. 31 Bandung,01.708.943.4-424.000
Belanja Pakaian Perlindungan Masyarakat (LINMAS),Dinas Pelayanan Pajak,145745600,027/07/03.02/12.07/PBJ/2014,Pemeliharaan arsip dengan anti rayap,Pengadaan Langsung,02.629.482.7-429.000,PT. BIRUNI LINTAS DUNIA,Jl. Margawangi Selatan IV No. 218,77385000,76869100,75837300,PT. BIRUNI LINTAS DUNIA Jl. Margawangi Selatan IV No. 218,02.629.482.7-429.000
Belanja Peralatan dan Mesin Serta Alat Olah Raga yang tidak di kapitalisasi (Belanja Peralatan Kantor),Dinas Pelayanan Pajak,186114500,027/07/01.13/22.01/PBJ/2014,Belanja Bahan Percontohan (sample),Pengadaan Langsung,01.896.188.8-429.000,CV. KENCANA ABADI PERKASA,Komp. Puteraco Indah Kav.19 No. 23 Bandung,69653980,66071280,65041020,CV. KENCANA ABADI PERKASA Komp. Puteraco Indah Kav.19 No. 23 Bandung,01.896.188.8-429.000
Belanja Sewa Gedung/Kantor/Tempat UPP Bandung Barat,Dinas Pelayanan Pajak,95000000,027/07/01.03/07.02/PBJ/2014,Belanja Modal Pengadaan Lemari Pakaian & Belanja Modal Pengadaan Sofa & Belanja Modal Pengadaan Kursi Kerja,Pengadaan Langsung,02.972.069.5-428.000,CV. PALAIS,Jl. Ters.Pasteur Gg.Bangun Resik III No. 109,53278693,53248800,53153100,CV. PALAIS Jl. Ters.Pasteur Gg.Bangun Resik III No. 109,02.972.069.5-428.000
"Belanja spanduk, brosur, pamflet, umbul-umbul dan sarana informasi lainnya",Dinas Pelayanan Pajak,84043080,027/07/17.45/01.10/PBJ/2014,"Pemeliharaan Jalan/gang,saluran air/drainase dan pengecatan kerb",Pengadaan Langsung,01.910.235.9-424.000,CV. SUCI LESTARI,Jl. Sukarame I No. 184/132 E,116831000,115500000,114378000,CV. SUCI LESTARI Jl. Sukarame I No. 184/132 E,01.910.235.9-424.000
Belanja Modal Pengadaan Software Pajak Daerah,Dinas Pelayanan Pajak,182963000,027/07/01.13/12.11/PBJ/2014,Belanja cetak buku-buku register,Pengadaan Langsung,31.680.798.1-445.000,CV.WIDYADHANA,KP.CIPANJANG 75 04/02 SOREANG,114941750,114268000,113729000,CV.WIDYADHANA KP.CIPANJANG 75 04/02 SOREANG,31.680.798.1-445.000
Belanja Souvenir,Dinas Pelayanan Pajak,97383000,027/07/01.11/01.11/PBJ/2014,Belanja Jasa Konsultansi Pengembangan Aplikasi Paperless,Pengadaan Langsung,31.682.355.8-429.000,CV. UNGGUL PRATAMA,Jl. Bunga Bakung I No. 3,48796000,48466000,47850000,CV. UNGGUL PRATAMA Jl. Bunga Bakung I No. 3,31.682.355.8-429.000
Belanja Modal Pengadaan Gordein,Dinas Pelayanan Pajak,75997210,027/07/01.13/11.20/PBJ/2014,Belanja Jasa Konsultasi Perencanaan Rehab Kantor Kelurahan Jatisari,Pengadaan Langsung,31.166.873.5-429.000,PT. SELARAS MULTIARSI KONSULTAN,Jl.Purwakarta IX No.8 Antapani,24996675,24785750,24524500,PT. SELARAS MULTIARSI KONSULTAN Jl.Purwakarta IX No.8 Antapani,31.166.873.5-429.000
Belanja Pelumas,Dinas Pelayanan Pajak,192689750,027/14/01.06/05.03/PBJ/2014,Pengadaan Peralatan dan Perlengkapan Kantor,Pengadaan Langsung,02.065.289.7-423.000,CV. TRI KEMBAR UTAMA,JL. SEKELOA TIMUR NO 90,81187700,81033700,80872000,CV. TRI KEMBAR UTAMA JL. SEKELOA TIMUR NO 90,02.065.289.7-423.000
Belanja Modal Pengadaan Karpet,Dinas Pelayanan Pajak,68633950,027/07/01.13/11.19/PBJ/2014,Belanja Modal Pengadaan konstruksi/pembelian gedung kantor,Pengadaan Langsung,02.065.049.5-423.000,CV.OMBIN JAYA,"jl.cikutra terusan citra green garden no 18. RT03/RW05 ,Bandung",59968395,59428280,59402830,"CV.OMBIN JAYA jl.cikutra terusan citra green garden no 18. RT03/RW05 ,Bandung",02.065.049.5-423.000
Belanja kawat/faksimili/internet (Sewa internet dedicated access),Dinas Pelayanan Pajak,391380000,027/14/17.23/03.06/PBJ/2014,Belanja bahan baku bangunan penunjang kebinamargaan Kel. Sadang serang Kec. Coblong TA. 2014,Pengadaan Langsung,21.096.676.8-424.000,CV. KOIBITO UTAMA,Jl. H. Basuki No. 43 C,174460000,173910000,173768100,CV. KOIBITO UTAMA Jl. H. Basuki No. 43 C,21.096.676.8-424.000
"Belanja Makanan dan Minuman Kegiatan (Kegiatan Bimbingan Teknis Pengadaan Barang dan Jasa, Pelatihan & Ujian)",Dinas Pelayanan Pajak,53784000,027/25/05.03/11.04/PBJ/2014,Belanja Bahan Baku Bangunan,Pengadaan Langsung,01.708.754.5-424.000,CV. GIRI MUKTI,Jalan Majalengka Dalam No. 32/122,171940909,171358000,170632000,CV. GIRI MUKTI Jalan Majalengka Dalam No. 32/122,01.708.754.5-424.000
Belanja Makanan dan Minuman Kegiatan,Dinas Pelayanan Pajak,52500000,027/14/17.44/11.04/PBJ/2014,Belanja Modal Pengadaan Genset & Belanja Modal Pengadaan Mesin Tik & Belanja Modal Pengadaan Mesin Penghancur Kertas & Belanja Modal Pengadaan Pendingin Ruangan/AC & Belanja Modal Pengadaan CCTV & Belanja Modal Pengadaan Gorden & Belanja Modal Pengadaan Komputer/PC & Belanja Modal Pengadaan Tablet & Belanja Modal Pengadaan Printer & Belanja Modal Pengadaan Dispenser & Belanja Modal Pengadaan Mic Confernce dan Sound System & Belanja Modal Pengadaan Handy Talkie,Pengadaan Langsung,21.151.994.7-421.000,CV. IVANA KARYA,Jl. Tipar Barat No.35 RT. 002 RW. 002 laksanamekar padalarang,167721400,167172500,166980000,CV. IVANA KARYA Jl. Tipar Barat No.35 RT. 002 RW. 002 laksanamekar padalarang,21.151.994.7-421.000
Belanja Modal Pengadaan Instalasi Listrik Disyanjak,Dinas Pelayanan Pajak,188760000,027/07/01.12/25.01/PBJ/2014,Belanja modal Pengadaan meja kerja & Belanja modal Pengadaan kursi kerja & Belanja Modal Pengadaan Kursi Tamu Kecamatan Kiaracondong,Pengadaan Langsung,03.325.241.2-422.000,PT CARINGIN JAYA,jl sauyunan I no 11,64119000,63646000,63481000,PT CARINGIN JAYA jl sauyunan I no 11,03.325.241.2-422.000
Belanja Pemeliharaan Bangunan Kantor (Belanja Pemeliharaan/Penataan Ruang Kerja Lantai 2),Dinas Pelayanan Pajak,185108680,027/28/02.22/20.04/PBJ/2014,Belanja Modal Pengadaan Konstruksi Sumur Sarana Air Bersih,Pengadaan Langsung,02.203.416.9-429.000,CV. CIPTA GEMA PERDANA,Komp. Pasanggrahan Indah Blok I No. 12 Bandung,69902572,69637180,69324870,CV. CIPTA GEMA PERDANA Komp. Pasanggrahan Indah Blok I No. 12 Bandung,02.203.416.9-429.000
Belanja Bahan Bakar Minyak,Dinas Pelayanan Pajak,735885000,027/21/01.06/05.03/PBJ/2014,"Belanja Modal Pengadaan Arsitektur, Mekanikal dan Elektrikal Gedung Aula Kelurahan Cipamokolan",Pengadaan Langsung,01.778.417.4-429.000,CV.BINA RIZKY,JL.PESONA CLUSTER II NO. 43 KOMP.GRAHA BATU KARANG CIPAMOKOLAN BANDUNG,198246000,197227280,197111780,CV.BINA RIZKY JL.PESONA CLUSTER II NO. 43 KOMP.GRAHA BATU KARANG CIPAMOKOLAN BANDUNG,01.778.417.4-429.000
